geo_level,geo_id,metric_id,period,value,source_id
state,12,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),84227.0,cms_enrollment
state,12,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),177198.0,cms_enrollment
state,12,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),280854.0,cms_enrollment
state,12,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),39.107,cms_enrollment
state,12,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),20.448,cms_enrollment
state,12,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),23.767,cms_enrollment
state,12,avg_hcc_risk_score,2014-2024,0.954,cms_geo_variation
state,12,medicare_spend_per_capita_std,2014-2024,10097.259,cms_geo_variation
state,12,ed_visits_per_1000,2014-2024,659.751,cms_geo_variation
state,12,readmission_rate,2014-2024,14.11,cms_geo_variation
state,12,ip_stays_per_1000,2014-2024,245.551,cms_geo_variation
state,12,pct_65_plus_disability,2019-2023,36.284,acs5
state,12,median_household_income,2019-2023,,acs5
state,12,per_capita_income,2019-2023,39923.276,acs5
state,12,poverty_rate_65_plus,2019-2023,10.23,acs5
state,12,unemployment_rate,2019-2023,6.759,acs5
state,12,median_home_value,2019-2023,451990.426,acs5
state,12,median_gross_rent,2019-2023,1816.148,acs5
state,12,pct_bachelors_plus,2019-2023,28.859,acs5
state,12,pct_hispanic,2019-2023,52.132,acs5
state,12,pct_black,2019-2023,14.611,acs5
state,48,pop_total,2019-2023,1955991.0,acs5
state,48,pop_65_plus,2019-2023,796062.0,acs5
state,48,pct_65_plus,2019-2023,27.678,acs5
state,48,pop_75_plus,2019-2023,268366.0,acs5
state,48,median_age,2019-2023,41.543,acs5
state,48,pop_65_plus_growth_5yr,2020-2024,5.32,popest
state,48,pop_growth_5yr,2020-2024,10.243,popest
state,48,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,2439.103,census_geo
state,48,pct_65_living_alone,2019-2023,32.065,acs5
state,48,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),192044.0,cms_enrollment
state,48,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),179907.0,cms_enrollment
state,48,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),352552.0,cms_enrollment
state,48,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),222337.0,cms_enrollment
state,48,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),,cms_enrollment
state,48,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),10.946,cms_enrollment
state,48,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),19.645,cms_enrollment
state,48,avg_hcc_risk_score,2014-2024,1.081,cms_geo_variation
state,48,medicare_spend_per_capita_std,2014-2024,13137.013,cms_geo_variation
state,48,ed_visits_per_1000,2014-2024,819.153,cms_geo_variation
state,48,readmission_rate,2014-2024,14.516,cms_geo_variation
state,48,ip_stays_per_1000,2014-2024,280.836,cms_geo_variation
state,48,pct_65_plus_disability,2019-2023,30.745,acs5
state,48,median_household_income,2019-2023,76455.879,acs5
state,48,per_capita_income,2019-2023,31582.648,acs5
state,48,poverty_rate_65_plus,2019-2023,15.162,acs5
state,48,unemployment_rate,2019-2023,4.968,acs5
state,48,median_home_value,2019-2023,358477.371,acs5
state,48,median_gross_rent,2019-2023,1497.207,acs5
state,48,pct_bachelors_plus,2019-2023,50.62,acs5
state,48,pct_hispanic,2019-2023,36.522,acs5
state,48,pct_black,2019-2023,10.822,acs5
state,37,pop_total,2019-2023,2203390.0,acs5
state,37,pop_65_plus,2019-2023,461438.0,acs5
state,37,pct_65_plus,2019-2023,14.52,acs5
state,37,pop_75_plus,2019-2023,322539.0,acs5
state,37,median_age,2019-2023,41.867,acs5
state,37,pop_65_plus_growth_5yr,2020-2024,15.106,popest
state,37,pop_growth_5yr,2020-2024,9.45,popest
state,37,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,1532.43,census_geo
state,37,pct_65_living_alone,2019-2023,27.764,acs5
state,37,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),211519.0,cms_enrollment
state,37,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),42517.0,cms_enrollment
state,37,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),239946.0,cms_enrollment
state,37,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),257712.0,cms_enrollment
state,37,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),55.552,cms_enrollment
state,37,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),23.473,cms_enrollment
state,37,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),21.073,cms_enrollment
state,37,avg_hcc_risk_score,2014-2024,1.238,cms_geo_variation
state,37,medicare_spend_per_capita_std,2014-2024,11843.669,cms_geo_variation
state,37,ed_visits_per_1000,2014-2024,522.559,cms_geo_variation
state,37,readmission_rate,2014-2024,18.481,cms_geo_variation
state,37,ip_stays_per_1000,2014-2024,326.665,cms_geo_variation
state,37,pct_65_plus_disability,2019-2023,32.789,acs5
state,37,median_household_income,2019-2023,94253.784,acs5
state,37,per_capita_income,2019-2023,50307.326,acs5
state,37,poverty_rate_65_plus,2019-2023,15.956,acs5
state,37,unemployment_rate,2019-2023,7.78,acs5
state,37,median_home_value,2019-2023,282656.374,acs5
state,37,median_gross_rent,2019-2023,1621.64,acs5
state,37,pct_bachelors_plus,2019-2023,27.695,acs5
state,37,pct_hispanic,2019-2023,15.302,acs5
state,37,pct_black,2019-2023,25.786,acs5
state,32,pop_total,2019-2023,801766.0,acs5
state,32,pop_65_plus,2019-2023,577409.0,acs5
state,32,pct_65_plus,2019-2023,18.13,acs5
state,32,pop_75_plus,2019-2023,334448.0,acs5
state,32,median_age,2019-2023,46.611,acs5
state,32,pop_65_plus_growth_5yr,2020-2024,24.085,popest
state,32,pop_growth_5yr,2020-2024,11.051,popest
state,32,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,,census_geo
state,32,pct_65_living_alone,2019-2023,22.524,acs5
state,32,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),371189.0,cms_enrollment
state,32,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),352349.0,cms_enrollment
state,32,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),46394.0,cms_enrollment
state,32,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),189344.0,cms_enrollment
state,32,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),30.476,cms_enrollment
state,32,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),15.369,cms_enrollment
state,32,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),5.648,cms_enrollment
state,32,avg_hcc_risk_score,2014-2024,1.214,cms_geo_variation
state,32,medicare_spend_per_capita_std,2014-2024,9873.066,cms_geo_variation
state,32,ed_visits_per_1000,2014-2024,728.286,cms_geo_variation
state,32,readmission_rate,2014-2024,17.038,cms_geo_variation
state,32,ip_stays_per_1000,2014-2024,260.866,cms_geo_variation
state,32,pct_65_plus_disability,2019-2023,39.234,acs5
state,32,median_household_income,2019-2023,54452.779,acs5
state,32,per_capita_income,2019-2023,37967.915,acs5
state,32,poverty_rate_65_plus,2019-2023,8.563,acs5
state,32,unemployment_rate,2019-2023,6.35,acs5
state,32,median_home_value,2019-2023,409126.267,acs5
state,32,median_gross_rent,2019-2023,1287.648,acs5
state,32,pct_bachelors_plus,2019-2023,28.696,acs5
state,32,pct_hispanic,2019-2023,,acs5
state,32,pct_black,2019-2023,7.483,acs5
county,04013,pop_total,2019-2023,4446673.0,acs5
county,04013,pop_65_plus,2019-2023,599337.0,acs5
county,04013,pct_65_plus,2019-2023,25.631,acs5
county,04013,pop_75_plus,2019-2023,127729.0,acs5
county,04013,median_age,2019-2023,41.723,acs5
county,04013,pop_65_plus_growth_5yr,2020-2024,26.476,popest
county,04013,pop_growth_5yr,2020-2024,4.557,popest
county,04013,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,466.721,census_geo
county,04013,pct_65_living_alone,2019-2023,30.914,acs5
county,04013,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),796328.0,cms_enrollment
county,04013,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),479585.0,cms_enrollment
county,04013,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),125812.0,cms_enrollment
county,04013,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),252546.0,cms_enrollment
county,04013,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),48.051,cms_enrollment
county,04013,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),15.563,cms_enrollment
county,04013,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),14.506,cms_enrollment
county,04013,avg_hcc_risk_score,2014-2024,0.954,cms_geo_variation
county,04013,medicare_spend_per_capita_std,2014-2024,11294.07,cms_geo_variation
county,04013,ed_visits_per_1000,2014-2024,763.335,cms_geo_variation
county,04013,readmission_rate,2014-2024,17.186,cms_geo_variation
county,04013,ip_stays_per_1000,2014-2024,234.584,cms_geo_variation
county,04013,pcp_count,monthly refresh,1090.0,dac_clinicians
county,04013,pcp_physician_count,monthly refresh,1697.0,dac_clinicians
county,04013,pcp_per_1000_65plus,monthly refresh,4.318,dac_clinicians
county,04013,pcp_per_10k_pop,monthly refresh,5.833,dac_clinicians
county,04013,large_group_pcp_share,monthly refresh,33.905,dac_clinicians
county,04013,hpsa_primary_care_flag,current designations,1.0,hrsa_hpsa
county,04013,hpsa_score_max,current designations,6.004,hrsa_hpsa
county,04013,diabetes_prevalence,2024 release (BRFSS 2022),13.766,cdc_places
county,04013,obesity_prevalence,2024 release (BRFSS 2022),33.985,cdc_places
county,04013,hypertension_prevalence,2024 release (BRFSS 2022),35.67,cdc_places
county,04013,chd_prevalence,2024 release (BRFSS 2022),7.165,cdc_places
county,04013,copd_prevalence,2024 release (BRFSS 2022),7.098,cdc_places
county,04013,fair_poor_health_pct,2024 release (BRFSS 2022),22.954,cdc_places
county,04013,no_checkup_pct,2024 release (BRFSS 2022),26.147,cdc_places
county,04013,pct_65_plus_disability,2019-2023,41.235,acs5
county,04013,median_household_income,2019-2023,64697.472,acs5
county,04013,per_capita_income,2019-2023,28350.878,acs5
county,04013,poverty_rate_65_plus,2019-2023,12.456,acs5
county,04013,unemployment_rate,2019-2023,4.104,acs5
county,04013,median_home_value,2019-2023,213332.396,acs5
county,04013,median_gross_rent,2019-2023,1257.093,acs5
county,04013,pct_bachelors_plus,2019-2023,34.023,acs5
county,04013,pct_hispanic,2019-2023,59.579,acs5
county,04013,pct_black,2019-2023,10.423,acs5
county,04019,pop_total,2019-2023,644063.0,acs5
county,04019,pop_65_plus,2019-2023,449221.0,acs5
county,04019,pct_65_plus,2019-2023,22.435,acs5
county,04019,pop_75_plus,2019-2023,,acs5
county,04019,median_age,2019-2023,42.429,acs5
county,04019,pop_65_plus_growth_5yr,2020-2024,23.269,popest
county,04019,pop_growth_5yr,2020-2024,13.008,popest
county,04019,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,2478.488,census_geo
county,04019,pct_65_living_alone,2019-2023,27.579,acs5
county,04019,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),81697.0,cms_enrollment
county,04019,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),,cms_enrollment
county,04019,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),239885.0,cms_enrollment
county,04019,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),20621.0,cms_enrollment
county,04019,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),36.19,cms_enrollment
county,04019,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),13.926,cms_enrollment
county,04019,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),13.185,cms_enrollment
county,04019,avg_hcc_risk_score,2014-2024,1.149,cms_geo_variation
county,04019,medicare_spend_per_capita_std,2014-2024,13939.529,cms_geo_variation
county,04019,ed_visits_per_1000,2014-2024,517.416,cms_geo_variation
county,04019,readmission_rate,2014-2024,19.418,cms_geo_variation
county,04019,ip_stays_per_1000,2014-2024,297.298,cms_geo_variation
county,04019,pcp_count,monthly refresh,3782.0,dac_clinicians
county,04019,pcp_physician_count,monthly refresh,1762.0,dac_clinicians
county,04019,pcp_per_1000_65plus,monthly refresh,3.087,dac_clinicians
county,04019,pcp_per_10k_pop,monthly refresh,5.522,dac_clinicians
county,04019,large_group_pcp_share,monthly refresh,55.516,dac_clinicians
county,04019,hpsa_primary_care_flag,current designations,1.0,hrsa_hpsa
county,04019,hpsa_score_max,current designations,,hrsa_hpsa
county,04019,diabetes_prevalence,2024 release (BRFSS 2022),11.995,cdc_places
county,04019,obesity_prevalence,2024 release (BRFSS 2022),36.885,cdc_places
county,04019,hypertension_prevalence,2024 release (BRFSS 2022),29.767,cdc_places
county,04019,chd_prevalence,2024 release (BRFSS 2022),8.117,cdc_places
county,04019,copd_prevalence,2024 release (BRFSS 2022),6.237,cdc_places
county,04019,fair_poor_health_pct,2024 release (BRFSS 2022),17.701,cdc_places
county,04019,no_checkup_pct,2024 release (BRFSS 2022),28.356,cdc_places
county,04019,pct_65_plus_disability,2019-2023,33.666,acs5
county,04019,median_household_income,2019-2023,56510.159,acs5
county,04019,per_capita_income,2019-2023,49358.694,acs5
county,04019,poverty_rate_65_plus,2019-2023,12.688,acs5
county,04019,unemployment_rate,2019-2023,3.315,acs5
county,04019,median_home_value,2019-2023,407333.977,acs5
county,04019,median_gross_rent,2019-2023,1039.134,acs5
county,04019,pct_bachelors_plus,2019-2023,36.713,acs5
county,04019,pct_hispanic,2019-2023,31.689,acs5
county,04019,pct_black,2019-2023,27.979,acs5
county,04021,pop_total,2019-2023,525865.0,acs5
county,04021,pop_65_plus,2019-2023,414459.0,acs5
county,04021,pct_65_plus,2019-2023,12.518,acs5
county,04021,pop_75_plus,2019-2023,11075.0,acs5
county,04021,median_age,2019-2023,51.523,acs5
county,04021,pop_65_plus_growth_5yr,2020-2024,29.053,popest
county,04021,pop_growth_5yr,2020-2024,12.686,popest
county,04021,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,3280.518,census_geo
county,04021,pct_65_living_alone,2019-2023,29.045,acs5
county,04021,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),519072.0,cms_enrollment
county,04021,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),384785.0,cms_enrollment
county,04021,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),28246.0,cms_enrollment
county,04021,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),298289.0,cms_enrollment
county,04021,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),37.023,cms_enrollment
county,04021,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),22.293,cms_enrollment
county,04021,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),21.798,cms_enrollment
county,04021,avg_hcc_risk_score,2014-2024,1.189,cms_geo_variation
county,04021,medicare_spend_per_capita_std,2014-2024,13508.636,cms_geo_variation
county,04021,ed_visits_per_1000,2014-2024,707.458,cms_geo_variation
county,04021,readmission_rate,2014-2024,14.0,cms_geo_variation
county,04021,ip_stays_per_1000,2014-2024,247.093,cms_geo_variation
county,04021,pcp_count,monthly refresh,423.0,dac_clinicians
county,04021,pcp_physician_count,monthly refresh,455.0,dac_clinicians
county,04021,pcp_per_1000_65plus,monthly refresh,2.525,dac_clinicians
county,04021,pcp_per_10k_pop,monthly refresh,8.526,dac_clinicians
county,04021,large_group_pcp_share,monthly refresh,63.652,dac_clinicians
county,04021,hpsa_primary_care_flag,current designations,0.0,hrsa_hpsa
county,04021,hpsa_score_max,current designations,6.956,hrsa_hpsa
county,04021,diabetes_prevalence,2024 release (BRFSS 2022),8.381,cdc_places
county,04021,obesity_prevalence,2024 release (BRFSS 2022),28.568,cdc_places
county,04021,hypertension_prevalence,2024 release (BRFSS 2022),39.276,cdc_places
county,04021,chd_prevalence,2024 release (BRFSS 2022),5.115,cdc_places
county,04021,copd_prevalence,2024 release (BRFSS 2022),4.928,cdc_places
county,04021,fair_poor_health_pct,2024 release (BRFSS 2022),14.507,cdc_places
county,04021,no_checkup_pct,2024 release (BRFSS 2022),24.514,cdc_places
county,04021,pct_65_plus_disability,2019-2023,40.737,acs5
county,04021,median_household_income,2019-2023,73448.066,acs5
county,04021,per_capita_income,2019-2023,55924.346,acs5
county,04021,poverty_rate_65_plus,2019-2023,13.816,acs5
county,04021,unemployment_rate,2019-2023,6.11,acs5
county,04021,median_home_value,2019-2023,434462.16,acs5
county,04021,median_gross_rent,2019-2023,1570.752,acs5
county,04021,pct_bachelors_plus,2019-2023,47.328,acs5
county,04021,pct_hispanic,2019-2023,42.658,acs5
county,04021,pct_black,2019-2023,12.174,acs5
county,04015,pop_total,2019-2023,2842844.0,acs5
county,04015,pop_65_plus,2019-2023,396529.0,acs5
county,04015,pct_65_plus,2019-2023,25.527,acs5
county,04015,pop_75_plus,2019-2023,254543.0,acs5
county,04015,median_age,2019-2023,49.417,acs5
county,04015,pop_65_plus_growth_5yr,2020-2024,23.825,popest
county,04015,pop_growth_5yr,2020-2024,4.018,popest
county,04015,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,1297.283,census_geo
county,04015,pct_65_living_alone,2019-2023,22.421,acs5
county,04015,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),344596.0,cms_enrollment
county,04015,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),500193.0,cms_enrollment
county,04015,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),282374.0,cms_enrollment
county,04015,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),100585.0,cms_enrollment
county,04015,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),49.907,cms_enrollment
county,04015,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),16.079,cms_enrollment
county,04015,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),15.857,cms_enrollment
county,04015,avg_hcc_risk_score,2014-2024,1.175,cms_geo_variation
county,04015,medicare_spend_per_capita_std,2014-2024,11902.431,cms_geo_variation
county,04015,ed_visits_per_1000,2014-2024,683.296,cms_geo_variation
county,04015,readmission_rate,2014-2024,18.294,cms_geo_variation
county,04015,ip_stays_per_1000,2014-2024,,cms_geo_variation
county,04015,pcp_count,monthly refresh,1071.0,dac_clinicians
county,04015,pcp_physician_count,monthly refresh,1916.0,dac_clinicians
county,04015,pcp_per_1000_65plus,monthly refresh,5.991,dac_clinicians
county,04015,pcp_per_10k_pop,monthly refresh,11.506,dac_clinicians
county,04015,large_group_pcp_share,monthly refresh,55.313,dac_clinicians
county,04015,hpsa_primary_care_flag,current designations,1.0,hrsa_hpsa
county,04015,hpsa_score_max,current designations,1.12,hrsa_hpsa
county,04015,diabetes_prevalence,2024 release (BRFSS 2022),11.396,cdc_places
county,04015,obesity_prevalence,2024 release (BRFSS 2022),38.464,cdc_places
county,04015,hypertension_prevalence,2024 release (BRFSS 2022),32.451,cdc_places
county,04015,chd_prevalence,2024 release (BRFSS 2022),5.398,cdc_places
county,04015,copd_prevalence,2024 release (BRFSS 2022),8.471,cdc_places
county,04015,fair_poor_health_pct,2024 release (BRFSS 2022),15.841,cdc_places
county,04015,no_checkup_pct,2024 release (BRFSS 2022),,cdc_places
county,04015,pct_65_plus_disability,2019-2023,32.881,acs5
county,04015,median_household_income,2019-2023,68181.808,acs5
county,04015,per_capita_income,2019-2023,53468.856,acs5
county,04015,poverty_rate_65_plus,2019-2023,7.387,acs5
county,04015,unemployment_rate,2019-2023,6.857,acs5
county,04015,median_home_value,2019-2023,256689.021,acs5
county,04015,median_gross_rent,2019-2023,1612.129,acs5
county,04015,pct_bachelors_plus,2019-2023,25.243,acs5
county,04015,pct_hispanic,2019-2023,22.209,acs5
county,04015,pct_black,2019-2023,20.491,acs5
county,04025,pop_total,2019-2023,2261476.0,acs5
county,04025,pop_65_plus,2019-2023,111962.0,acs5
county,04025,pct_65_plus,2019-2023,12.747,acs5
county,04025,pop_75_plus,2019-2023,99724.0,acs5
county,04025,median_age,2019-2023,36.141,acs5
county,04025,pop_65_plus_growth_5yr,2020-2024,20.931,popest
county,04025,pop_growth_5yr,2020-2024,-0.487,popest
county,04025,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,2254.867,census_geo
county,04025,pct_65_living_alone,2019-2023,31.07,acs5
county,04025,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),122793.0,cms_enrollment
county,04025,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),494009.0,cms_enrollment
county,04025,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),79298.0,cms_enrollment
county,04025,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),359037.0,cms_enrollment
county,04025,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),46.68,cms_enrollment
county,04025,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),22.147,cms_enrollment
county,04025,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),6.543,cms_enrollment
county,04025,avg_hcc_risk_score,2014-2024,0.905,cms_geo_variation
county,04025,medicare_spend_per_capita_std,2014-2024,13272.346,cms_geo_variation
county,04025,ed_visits_per_1000,2014-2024,674.913,cms_geo_variation
county,04025,readmission_rate,2014-2024,14.84,cms_geo_variation
county,04025,ip_stays_per_1000,2014-2024,307.033,cms_geo_variation
county,04025,pcp_count,monthly refresh,215.0,dac_clinicians
county,04025,pcp_physician_count,monthly refresh,1664.0,dac_clinicians
county,04025,pcp_per_1000_65plus,monthly refresh,5.144,dac_clinicians
county,04025,pcp_per_10k_pop,monthly refresh,8.396,dac_clinicians
county,04025,large_group_pcp_share,monthly refresh,30.677,dac_clinicians
county,04025,hpsa_primary_care_flag,current designations,1.0,hrsa_hpsa
county,04025,hpsa_score_max,current designations,9.271,hrsa_hpsa
county,04025,diabetes_prevalence,2024 release (BRFSS 2022),13.945,cdc_places
county,04025,obesity_prevalence,2024 release (BRFSS 2022),31.339,cdc_places
county,04025,hypertension_prevalence,2024 release (BRFSS 2022),37.757,cdc_places
county,04025,chd_prevalence,2024 release (BRFSS 2022),5.773,cdc_places
county,04025,copd_prevalence,2024 release (BRFSS 2022),7.171,cdc_places
county,04025,fair_poor_health_pct,2024 release (BRFSS 2022),21.216,cdc_places
county,04025,no_checkup_pct,2024 release (BRFSS 2022),30.458,cdc_places
county,04025,pct_65_plus_disability,2019-2023,39.589,acs5
county,04025,median_household_income,2019-2023,93965.751,acs5
county,04025,per_capita_income,2019-2023,32791.162,acs5
county,04025,poverty_rate_65_plus,2019-2023,15.575,acs5
county,04025,unemployment_rate,2019-2023,5.871,acs5
county,04025,median_home_value,2019-2023,389131.252,acs5
county,04025,median_gross_rent,2019-2023,1396.673,acs5
county,04025,pct_bachelors_plus,2019-2023,34.815,acs5
county,04025,pct_hispanic,2019-2023,8.89,acs5
county,04025,pct_black,2019-2023,9.442,acs5
county,12057,pop_total,2019-2023,1837863.0,acs5
county,12057,pop_65_plus,2019-2023,132225.0,acs5
county,12057,pct_65_plus,2019-2023,14.054,acs5
county,12057,pop_75_plus,2019-2023,284564.0,acs5
county,12057,median_age,2019-2023,50.941,acs5
county,12057,pop_65_plus_growth_5yr,2020-2024,7.612,popest
county,12057,pop_growth_5yr,2020-2024,8.365,popest
county,12057,pop_density,2023 gazetteer / 2020 relationships / 2023 boundaries,1105.259,census_geo
county,12057,pct_65_living_alone,2019-2023,26.05,acs5
county,12057,medicare_benes_total,2013-2026 (monthly; annual rows MONTH=Year),430856.0,cms_enrollment
county,12057,medicare_benes_aged,2013-2026 (monthly; annual rows MONTH=Year),72666.0,cms_enrollment
county,12057,original_medicare_benes,2013-2026 (monthly; annual rows MONTH=Year),231409.0,cms_enrollment
county,12057,medicare_ma_benes,2013-2026 (monthly; annual rows MONTH=Year),118251.0,cms_enrollment
county,12057,ma_penetration_pct,2013-2026 (monthly; annual rows MONTH=Year),34.062,cms_enrollment
county,12057,dual_eligible_pct,2013-2026 (monthly; annual rows MONTH=Year),9.643,cms_enrollment
county,12057,medicare_benes_growth_5yr,2013-2026 (monthly; annual rows MONTH=Year),8.652,cms_enrollment
county,12057,avg_hcc_risk_score,2014-2024,1.196,cms_geo_variation
county,12057,medicare_spend_per_capita_std,2014-2024,13827.818,cms_geo_variation
county,12057,ed_visits_per_1000,2014-2024,,cms_geo_variation
county,12057,readmission_rate,2014-2024,15.355,cms_geo_variation
county,12057,ip_stays_per_1000,2014-2024,232.338,cms_geo_variation
county,12057,pcp_count,monthly refresh,1413.0,dac_clinicians
